epoch,AUC,Precision,Recall,accuracy,loss,val_AUC,val_Precision,val_Recall,val_accuracy,val_loss
0,0.5849680304527283,0.5833333134651184,0.00030995396082289517,0.13128763437271118,2.2995283603668213,0.6968386173248291,0.0,0.0,0.23361672461032867,2.1434075832366943
1,0.6911477446556091,0.7734553813934326,0.014966348186135292,0.21869465708732605,2.121110439300537,0.7441189289093018,0.8687258958816528,0.039851222187280655,0.294899046421051,1.9874072074890137
2,0.7388842701911926,0.7795950174331665,0.04432341456413269,0.2734236717224121,2.015345811843872,0.7726117372512817,0.8561278581619263,0.08537017554044724,0.37247610092163086,1.9164589643478394
3,0.7675229907035828,0.8001993298530579,0.07111229002475739,0.31637442111968994,1.9345418214797974,0.7862277030944824,0.9028571248054504,0.11193765699863434,0.38806235790252686,1.852410078048706
4,0.7870302200317383,0.8109517693519592,0.08262486755847931,0.3365214169025421,1.8738420009613037,0.7936002016067505,0.8516284823417664,0.12504428625106812,0.39975205063819885,1.8248745203018188
5,0.8039247393608093,0.8215094208717346,0.09639567881822586,0.36246901750564575,1.8182871341705322,0.7975772619247437,0.8694117665290833,0.13088911771774292,0.40046051144599915,1.8017823696136475
6,0.8163765072822571,0.8192503452301025,0.11419589072465897,0.377169668674469,1.7734099626541138,0.8008874654769897,0.8358050584793091,0.13974495232105255,0.40294012427330017,1.7902703285217285
7,0.8251321911811829,0.8151310086250305,0.12260892987251282,0.3943057060241699,1.734799861907959,0.7988917231559753,0.8489130139350891,0.13832801580429077,0.4188806116580963,1.8109439611434937
8,0.8350778818130493,0.8054670691490173,0.13438718020915985,0.4022316634654999,1.70097017288208,0.800503134727478,0.8566845059394836,0.14187034964561462,0.42047467827796936,1.8102562427520752
9,0.8458441495895386,0.8047886490821838,0.14585547149181366,0.41923484206199646,1.6569548845291138,0.800957202911377,0.7815057039260864,0.16914629936218262,0.42437124252319336,1.8265888690948486
10,0.8548364639282227,0.8191636204719543,0.15785512328147888,0.4310131072998047,1.6166521310806274,0.7997642159461975,0.8138041496276855,0.1795961707830429,0.43216437101364136,1.8471373319625854
11,0.8593586087226868,0.8204035758972168,0.162017360329628,0.437654972076416,1.5973364114761353,0.801058828830719,0.8018362522125244,0.18561813235282898,0.4318101406097412,1.8438949584960938
