epoch,AUC,Precision,Recall,accuracy,loss,val_AUC,val_Precision,val_Recall,val_accuracy,val_loss
0,0.5886085629463196,0.36538460850715637,0.0008413035538978875,0.1530286967754364,2.3016116619110107,0.6802821159362793,0.0,0.0,0.2036840170621872,2.1844706535339355
1,0.6845544576644897,0.5064267516136169,0.008722989819943905,0.21267269551753998,2.157240152359009,0.7136635780334473,0.0,0.0,0.2562876343727112,2.0935873985290527
2,0.7211467623710632,0.5833333134651184,0.01673751324415207,0.2375575602054596,2.08093523979187,0.7351351976394653,0.0,0.0,0.2846262753009796,2.029587984085083
3,0.7464112043380737,0.6189990043640137,0.026833156123757362,0.25916579365730286,2.0125651359558105,0.7526050209999084,1.0,0.0047821467742323875,0.301098108291626,1.979253888130188
4,0.7659321427345276,0.6559812426567078,0.03715019300580025,0.2790471017360687,1.9591516256332397,0.7558603286743164,1.0,0.0019482820061966777,0.3021608293056488,1.9716734886169434
5,0.7791703939437866,0.6398910880088806,0.04162238910794258,0.29932695627212524,1.919110655784607,0.7634941339492798,0.8862974047660828,0.0538434274494648,0.32571732997894287,1.94313383102417
6,0.7880080938339233,0.6373698115348816,0.04334927350282669,0.30982109904289246,1.8903671503067017,0.7608873844146729,0.9523809552192688,0.003542330814525485,0.32979100942611694,1.9778677225112915
7,0.8023749589920044,0.6582353115081787,0.049548353999853134,0.3321820795536041,1.8431117534637451,0.7711595296859741,0.7718696594238281,0.07970244437456131,0.3469713032245636,1.9307212829589844
8,0.8091608881950378,0.6539666056632996,0.05548175796866417,0.3486981987953186,1.8203866481781006,0.7699441313743591,0.7606382966041565,0.07598299533128738,0.34520015120506287,1.9464577436447144
9,0.8196626901626587,0.6595321297645569,0.05866985395550728,0.3561813533306122,1.7801945209503174,0.7732930183410645,0.7285068035125732,0.08554729074239731,0.35706695914268494,1.9562832117080688
10,0.826194167137146,0.6458807587623596,0.06283209472894669,0.36508145928382874,1.7541613578796387,0.7732770442962646,0.7605633735656738,0.0765143483877182,0.3561813533306122,1.9763015508651733
11,0.8360685706138611,0.6639450192451477,0.06841126829385757,0.37902939319610596,1.7143895626068115,0.7748904228210449,0.7441497445106506,0.08448459208011627,0.3591923415660858,1.9823850393295288
12,0.840680718421936,0.6504496932029724,0.07044810801744461,0.3842543363571167,1.6959038972854614,0.7720468640327454,0.7413249015808105,0.08324477821588516,0.3545873165130615,2.020453691482544
